"gid,N,10,0","ev_id,C,6","iso3year,C,7","iso3,C,3","id_nat,C,10","id_cat,C,20","year,N,5,0","start_date,N,10,0","end_date,N,10,0","duration,N,5,0","ss_cat,N,5,0","sum_ws_km,N,10,0","sum_pdi,N,10,0","sum_pdr,N,10,0","popurb_07,N,24,15","poprur_07,N,24,15","poptot_07,N,24,15","gdptot_07,N,24,15","other_name,C,25","serial_num,C,15"
178,tc4150,JPN2014,JPN,tc41502014,,2014,20141105,20141106,12,0,756,119990,77805,0,165,165,529692,NURI,2014303N13141
179,tc4152,PHL2014,PHL,tc41522014,,2014,20141126,20141126,12,0,756,119990,386,2612,59117,61729,4699787,SINLAKU,2014329N08131
180,tc4152,VNM2014,VNM,tc41522014,,2014,20141129,20141130,18,0,1134,179985,2946,0,69277,69277,714509,SINLAKU,2014329N08131
181,tc4153,FSM2014,FSM,tc41532014,,2014,20141203,20141203,12,0,756,119990,123512,0,3126,3126,1057854,HAGUPIT,2014334N02156
182,tc4153,PHL2014,PHL,tc41532014,,2014,20141206,20141209,66,0,4158,659945,509870,25885840,18457200,44343040,5350926720,HAGUPIT,2014334N02156
183,tc4153,PLW2014,PLW,tc41532014,,2014,20141203,20141203,6,0,378,59995,102204,8940,5253,14193,8854499,HAGUPIT,2014334N02156
184,tc4154,CCK2015,CCK,tc41542015,,2015,20141225,20141225,2,0,126,19998,1114,0,0,0,0,KATE,2014355S07099
185,tc4155,PHL2014,PHL,tc41552014,,2014,20141228,20141230,30,0,1890,299975,2018,22571,274587,297158,22890258,JANGMI,2014362N07130
186,tc4156,AUS2015,AUS,tc41562015,,2015,20150218,20150220,65,0,4095,649935,457509,2759,3231,5990,17076990,LAM,2015045S12145
187,tc4157,AUS2015,AUS,tc41572015,,2015,20150219,20150220,45,0,2835,449955,403275,123107,125146,248253,580900704,MARCIA,2015046S15150
188,tc4158,AUS2015,AUS,tc41582015,,2015,20150312,20150314,56,0,3528,559947,178103,7233,31221,38454,111706568,OLWYN,2015068S14114
189,tc4159,AUS2015,AUS,tc41592015,,2015,20150501,20150501,3,0,189,29997,2376,0,5808,5808,16858928,QUANG,2015117S12115
190,tc3959,,,tc39592013,,2013,20121012,20121017,126,0,7938,1259895,428907,0,0,0,0,ANAIS,2012285S04077
191,tc3960,,,tc39602013,,2013,20121123,20121125,42,0,2646,419965,13486,0,0,0,0,BOLDWIN,2012325S09084
200,tc3969,,,tc39692013,,2013,20130117,20130121,47,0,2961,469956,7696,0,0,0,0,OSWALD,2013018S14138
13282,tc0146,CHN1971,CHN,tc01461971,,1971,19710717,19710717,2,1,234,768560,5,9089,117351,126440,73231766,JEAN,1971190N09141
192,tc3961,,,tc39612013,,2013,20121206,20121213,192,0,12096,1919840,1064744,0,0,0,0,CLAUDIA,2012337S06089
193,tc3962,,,tc39622013,,2013,20121211,20121222,336,0,21168,3359718,1376581,0,0,0,0,EVAN,2012346S14180
1344,tc0082,ZZN1970,ZZN,tc00821970,,1970,19701023,19701024,59,0,3717,179985,100,0,0,0,0,KATE,1970286N06143
194,tc3963,,,tc39632013,,2013,20121228,20121229,30,0,1890,299975,100107,0,0,0,0,FREDA,2012362S08165
195,tc3964,,,tc39642013,,2013,20121228,20121230,63,0,3969,629941,12740,0,0,0,0,MITCHELL,2012362S14114
202,tc3971,,,tc39712013,,2013,20130121,20130123,33,0,2079,329967,8689,0,0,0,0,PETA,2013020S17123
203,tc3972,,,tc39722013,,2013,20130127,20130205,240,0,15120,2399800,1309265,0,0,0,0,FELLENG,2013026S13067
8898,tc4006,,,tc40062013,,2013,20130806,20130809,84,1,9828,5379920,118850,0,0,0,0,HENRIETTE,2013214N13243
196,tc3965,,,tc39652013,,2013,20121229,20130106,174,0,10962,1739855,206333,0,0,0,0,DUMILE,2012362S08071
208,tc3977,,,tc39772013,,2013,20130222,20130227,199,0,12537,1989812,1328381,0,0,0,0,RUSTY,2013052S13126
209,tc3979,,,tc39792013,,2013,20130310,20130314,126,0,7938,1259894,1040234,0,0,0,0,SANDRA,2013065S18151
210,tc3980,,,tc39802013,,2013,20130312,20130320,141,0,8883,1409867,26793,0,0,0,0,TIM,2013069S13135
211,tc3981,,,tc39812013,,2013,20130406,20130415,264,0,16632,2639778,811027,0,0,0,0,IMELDA,2013093S08074
197,tc3966,,,tc39662013,,2013,20130103,20130107,108,0,6804,1079910,28207,0,0,0,0,SONAMU,2013001N04141
217,tc3987,,,tc39872013,,2013,20130528,20130529,31,0,1953,309974,10507,0,0,0,0,BARBARA,2013149N14264
218,tc3988,,,tc39882013,,2013,20130529,20130529,18,0,1134,179982,3290,0,0,0,0,NOT NAMED,2013149N21089
219,tc3989,,,tc39892013,,2013,20130605,20130608,64,0,4032,639946,14634,0,0,0,0,ANDREA,2013157N25273
220,tc3990,,,tc39902013,,2013,20130608,20130612,96,0,6048,959920,20681,0,0,0,0,YAGI,2013158N13129
221,tc3992,,,tc39922013,,2013,20130617,20130623,150,0,9450,1499872,30890,0,0,0,0,LEEPI,2013167N12128
198,tc3967,,,tc39672013,,2013,20130107,20130115,207,0,13041,2069797,1321577,0,0,0,0,NARELLE,2013005S10126
199,tc3968,,,tc39682013,,2013,20130112,20130114,48,0,3024,479960,5255,0,0,0,0,EMANG,2013009S11084
201,tc3970,,,tc39702013,,2013,20130121,20130129,198,0,12474,1979835,231475,0,0,0,0,GARRY,2013019S12174
226,tc3997,,,tc39972013,,2013,20130705,20130708,96,0,6048,959920,33884,0,0,0,0,ERICK,2013186N13262
227,tc3998,,,tc39982013,,2013,20130707,20130713,144,0,9072,1439873,1184913,0,0,0,0,SOULIK,2013187N20156
228,tc3999,,,tc39992013,,2013,20130707,20130710,72,0,4536,719940,4888,0,0,0,0,CHANTAL,2013189N09319
8899,tc4008,,,tc40082013,,2013,20130810,20130814,108,1,12636,6917040,1784923,0,0,0,0,UTOR,2013220N12137
204,tc3973,,,tc39732013,,2013,20130209,20130211,48,0,3024,479960,10064,0,0,0,0,HALEY,2013040S16199
205,tc3974,,,tc39742013,,2013,20130210,20130216,150,0,9450,1499875,405213,0,0,0,0,GINO,2013041S10087
206,tc3975,,,tc39752013,,2013,20130218,20130225,186,0,11718,1859845,553753,0,0,0,0,HARUNA,2013046S20042
229,tc4000,,,tc40002013,,2013,20130716,20130718,48,0,3024,479960,2038,0,0,0,0,CIMARON,2013196N14128
230,tc4001,,,tc40012013,,2013,20130724,20130728,108,0,6804,1079910,3381,0,0,0,0,DORIAN,2013204N11340
8904,tc4026,,,tc40262013,,2013,20130911,20130913,48,1,5616,3074240,47948,0,0,0,0,HUMBERTO,2013251N13342
207,tc3976,,,tc39762013,,2013,20130218,20130222,54,0,3402,539955,1690,0,0,0,0,SHANSHAN,2013049N05131
212,tc3982,,,tc39822013,,2013,20130407,20130411,122,0,7686,1219883,207601,0,0,0,0,VICTORIA,2013097S06099
231,tc4002,,,tc40022013,,2013,20130725,20130729,102,0,6426,1019915,15716,0,0,0,0,FLOSSIE,2013206N15238
232,tc4003,,,tc40032013,,2013,20130730,20130803,84,0,5292,839930,27499,0,0,0,0,JEBI,2013210N13122
233,tc4004,,,tc40042013,,2013,20130730,20130803,102,0,6426,1019915,32910,0,0,0,0,GIL,2013211N11248
8905,tc4027,,,tc40272013,,2013,20130914,20130918,76,1,8892,4867547,364491,0,0,0,0,MAN-YI,2013255N20148
8906,tc4028,,,tc40282013,,2013,20130914,20130916,42,1,4914,2689960,24809,0,0,0,0,INGRID,2013255N19268
213,tc3983,,,tc39832013,,2013,20130429,20130501,51,0,3213,509949,18578,0,0,0,0,ZANE,2013116S09153
214,tc3984,,,tc39842013,,2013,20130508,20130511,66,0,4158,659945,10065,0,0,0,0,JAMALA,2013128S05086
215,tc3985,,,tc39852013,,2013,20130510,20130516,138,0,8694,1379872,31270,0,0,0,0,MAHASEN:VIYARU,2013130N04093
216,tc3986,,,tc39862013,,2013,20130516,20130516,24,0,1512,239980,2057,0,0,0,0,ALVIN,2013134N07265
222,tc3993,,,tc39932013,,2013,20130620,20130623,72,0,4536,719940,15163,0,0,0,0,BEBINCA,2013171N15117
223,tc3994,,,tc39942013,,2013,20130624,20130627,90,0,5670,899925,32676,0,0,0,0,COSME,2013175N12256
243,tc4018,,,tc40182013,,2013,20130825,20130826,16,0,1008,159986,1587,0,0,0,0,FERNAND,2013238N19266
244,tc4019,,,tc40192013,,2013,20130828,20130829,30,0,1890,299974,4631,0,0,0,0,JULIETTE,2013241N19254
245,tc4020,,,tc40202013,,2013,20130831,20130901,18,0,1134,179985,155,0,0,0,0,YUTU,2013241N29169
246,tc4021,,,tc40212013,,2013,20130831,20130902,42,0,2646,419965,11445,0,0,0,0,KIKO,2013242N15245
265,tc4043,,,tc40432013,,2013,20131012,20131015,66,0,4158,659944,10113,0,0,0,0,OCTAVE,2013286N15251
266,tc4044,,,tc40442013,,2013,20131014,20131014,24,0,1512,239980,1323,0,0,0,0,PRISCILLA,2013287N13243
267,tc4045,,,tc40452013,,2013,20131015,20131026,315,0,19845,3149724,3101064,0,0,0,0,FRANCISCO,2013289N14149
268,tc4047,,,tc40472013,,2013,20131020,20131028,198,0,12474,1979835,1548785,0,0,0,0,LEKIMA,2013292N09162
224,tc3995,,,tc39952013,,2013,20130628,20130702,96,0,6048,959920,21260,0,0,0,0,RUMBIA,2013178N09133
225,tc3996,,,tc39962013,,2013,20130701,20130704,90,0,5670,899925,30718,0,0,0,0,DALILA,2013180N11256
234,tc4005,,,tc40052013,,2013,20130730,20130730,6,0,378,59994,2584,0,0,0,0,NOT NAMED,2013211N22088
235,tc4006,,,tc40062013,,2013,20130804,20130811,168,0,10584,1679860,70811,0,0,0,0,HENRIETTE,2013214N13243
236,tc4007,,,tc40072013,,2013,20130805,20130807,48,0,3024,479960,7592,0,0,0,0,MANGKHUT,2013217N11118
237,tc4008,,,tc40082013,,2013,20130809,20130814,126,0,7938,1259895,984157,0,0,0,0,UTOR,2013220N12137
238,tc4010,,,tc40102013,,2013,20130818,20130819,18,0,1134,179985,464,0,0,0,0,UNALA,2013224N12220
239,tc4011,,,tc40112013,,2013,20130816,20130826,126,0,7938,1259895,30455,0,0,0,0,PEWA,2013227N08193
240,tc4013,,,tc40132013,,2013,20130816,20130821,126,0,7938,1259892,145683,0,0,0,0,TRAMI,2013228N23124
241,tc4016,,,tc40162013,,2013,20130822,20130824,54,0,3402,539955,3178,0,0,0,0,IVO,2013232N14252
1345,tc0082,ZZO1970,ZZO,tc00821970,,1970,19701021,19701021,46,0,2898,59995,51,0,0,0,0,KATE,1970286N06143
242,tc4017,,,tc40172013,,2013,20130825,20130830,114,0,7182,1139901,33068,0,0,0,0,KONG-REY,2013237N11129
247,tc4022,,,tc40222013,,2013,20130901,20130904,66,0,4158,659943,23102,0,0,0,0,TORAJI,2013243N26122
248,tc4023,,,tc40232013,,2013,20130906,20130906,24,0,1512,239980,1372,0,0,0,0,LORENA,2013248N17255
249,tc4024,,,tc40242013,,2013,20130910,20130910,12,0,756,119990,78,0,0,0,0,GABRIELLE,2013248N16294
250,tc4026,,,tc40262013,,2013,20130909,20130917,156,0,9828,1559870,55551,0,0,0,0,HUMBERTO,2013251N13342
251,tc4027,,,tc40272013,,2013,20130912,20130920,180,0,11340,1799846,340198,0,0,0,0,MAN-YI,2013255N20148
252,tc4028,,,tc40282013,,2013,20130913,20130916,83,0,5229,829930,33402,0,0,0,0,INGRID,2013255N19268
8907,tc4029,,,tc40292013,,2013,20130918,20130919,24,1,2808,1537120,5010,0,0,0,0,MANUEL,2013257N15259
253,tc4029,,,tc40292013,,2013,20130913,20130919,96,0,6048,959920,37236,0,0,0,0,MANUEL,2013257N15259
254,tc4030,,,tc40302013,,2013,20130916,20130922,174,0,10962,1739855,1609452,0,0,0,0,USAGI,2013259N17132
255,tc4032,,,tc40322013,,2013,20130920,20130928,198,0,12474,1979835,405104,0,0,0,0,PABUK,2013262N14149
256,tc4033,,,tc40332013,,2013,20130927,20130930,96,0,6048,959920,281109,0,0,0,0,WUTIP,2013269N15118
257,tc4035,,,tc40352013,,2013,20130930,20131006,156,0,9828,1559864,360766,0,0,0,0,FITOW,2013272N10135
258,tc4036,,,tc40362013,,2013,20130929,20131003,96,0,6048,959920,24459,0,0,0,0,SEPAT,2013272N26152
259,tc4037,,,tc40372013,,2013,20131004,20131009,126,0,7938,1259886,532349,0,0,0,0,DANAS,2013274N18152
260,tc4038,,,tc40382013,,2013,20131003,20131004,36,0,2268,359969,3264,0,0,0,0,KAREN,2013276N22273
261,tc4039,,,tc40392013,,2013,20131007,20131008,42,0,2646,419965,6036,0,0,0,0,NARDA,2013280N13242
8908,tc4030,,,tc40302013,,2013,20130918,20130922,114,1,13338,7301320,3789853,0,0,0,0,USAGI,2013259N17132
8972,tc4138,,,tc41382014,,2014,20140927,20140929,42,1,4914,2689960,36565,0,0,0,0,RACHEL,2014267N15257
262,tc4040,,,tc40402013,,2013,20131009,20131012,102,0,6426,1019903,575994,0,0,0,0,PHAILIN,2013281N12098
263,tc4041,,,tc40412013,,2013,20131009,20131015,144,0,9072,1439880,417797,0,0,0,0,NARI,2013282N14132
264,tc4042,,,tc40422013,,2013,20131010,20131018,198,0,12474,1979831,1098172,0,0,0,0,WIPHA,2013282N14149
8973,tc4139,,,tc41392014,,2014,20140930,20141007,174,1,20358,11144120,3230752,0,0,0,0,PHANFONE,2014271N10160
269,tc4048,,,tc40482013,,2013,20131020,20131029,270,0,17010,2699773,871868,0,0,0,0,RAYMOND,2013293N13260
270,tc4049,,,tc40492013,,2013,20131022,20131023,24,0,1512,239980,2763,0,0,0,0,LORENZO,2013294N28304
271,tc4050,,,tc40502014,,2014,20131026,20131027,24,0,1512,239980,1603,0,0,0,0,0120132014:ONE,2013296S07079
272,tc4051,,,tc40512013,,2013,20131027,20131104,156,0,9828,1559870,180331,0,0,0,0,KROSA,2013301N13142
273,tc4053,,,tc40532013,,2013,20131103,20131104,24,0,1512,239980,1131,0,0,0,0,SONIA,2013305N16252
274,tc4054,,,tc40542013,,2013,20131103,20131111,192,0,12096,1919840,1932963,0,0,0,0,HAIYAN,2013306N07162
278,tc4059,,,tc40592013,,2013,20131123,20131128,108,0,6804,1079898,45823,0,0,0,0,LEHAR,2013324N07103
8974,tc4140,,,tc41402014,,2014,20141003,20141005,54,1,6318,3458520,490313,0,0,0,0,SIMON,2014274N15260
8975,tc4141,,,tc41412014,,2014,20141004,20141016,291,1,34047,18637581,6153840,0,0,0,0,VONGFONG,2014275N06166
275,tc4056,,,tc40562013,,2013,20131111,20131114,66,0,4158,659945,2173,0,0,0,0,PODUL,2013316N06130
284,tc4066,,,tc40662014,,2014,20131225,20131230,118,0,7434,1179882,439844,0,0,0,0,CHRISTINE,2013360S11123
285,tc4067,,,tc40672014,,2014,20131229,20140107,234,0,14742,2339805,1025289,0,0,0,0,BEJISA,2013362S09053
286,tc4069,,,tc40692014,,2014,20140105,20140114,246,0,15498,2459795,1029863,0,0,0,0,IAN,2014004S17183
276,tc4057,,,tc40572013,,2013,20131117,20131123,138,0,8694,1379885,61046,0,0,0,0,MELISSA,2013321N24308
277,tc4058,,,tc40582013,,2013,20131119,20131122,66,0,4158,659937,20563,0,0,0,0,HELEN,2013322N13090
287,tc4070,,,tc40702014,,2014,20140109,20140116,162,0,10206,1619865,743649,0,0,0,0,COLIN,2014007S11104
279,tc4060,,,tc40602014,,2014,20131121,20131127,93,0,5859,929909,12160,0,0,0,0,ALESSIA,2013324S11113
280,tc4062,,,tc40622013,,2013,20131203,20131207,90,0,5670,899925,14171,0,0,0,0,INVEST:UNNAMED,2013338N34332
281,tc4063,,,tc40632013,,2013,20131206,20131212,138,0,8694,1379868,46451,0,0,0,0,MADI,2013339N09084
288,tc4071,,,tc40712014,,2014,20140116,20140117,36,0,2268,359970,6665,0,0,0,0,DELIWE,2014015S16043
289,tc4073,,,tc40732014,,2014,20140116,20140118,54,0,3402,539955,11658,0,0,0,0,JUNE,2014017S14160
290,tc4074,,,tc40742014,,2014,20140119,20140121,72,0,4536,719940,27490,0,0,0,0,JUNE,2014019S26165
291,tc4075,,,tc40752014,,2014,20140125,20140130,111,0,6993,1109895,38765,0,0,0,0,DYLAN,2014024S13160
292,tc4076,,,tc40762014,,2014,20140130,20140201,54,0,3402,539955,4366,0,0,0,0,KAJIKI,2014029N10143
1346,tc0091,ZZN1970,ZZN,tc00911970,,1970,19701120,19701121,9,0,567,119990,20,0,0,0,0,PATSY,1970318N13157
282,tc4064,,,tc40642014,,2014,20131215,20131223,240,0,15120,2399800,1146712,0,0,0,0,AMARA,2013348S10082
283,tc4065,,,tc40652014,,2014,20131217,20131224,174,0,10962,1739845,1237357,0,0,0,0,BRUCE,2013350S08099
293,tc4077,,,tc40772014,,2014,20140131,20140208,95,0,5985,949912,7019,0,0,0,0,FLETCHER,2014030S14129
297,tc4081,,,tc40812014,,2014,20140218,20140223,138,0,8694,1379885,62398,0,0,0,0,GUITO,2014048S16039
298,tc4082,,,tc40822014,,2014,20140225,20140305,174,0,10962,1739853,58359,0,0,0,0,KOFI,2014056S18175
314,tc4100,,,tc41002014,,2014,20140610,20140614,108,0,6804,1079910,345752,0,0,0,0,CRISTINA,2014160N15259
333,tc4122,,,tc41222014,,2014,20140813,20140825,282,0,17766,2819765,63509,0,0,0,0,KARINA,2014225N15255
334,tc4123,,,tc41232014,,2014,20140818,20140823,132,0,8316,1319890,47001,0,0,0,0,LOWELL,2014229N16246
294,tc4078,,,tc40782014,,2014,20140131,20140206,138,0,8694,1379876,29479,0,0,0,0,EDNA,2014032S19152
307,tc4092,,,tc40922014,,2014,20140404,20140405,18,0,1134,179985,715,0,0,0,0,PEIPAH,2014093N02148
308,tc4093,,,tc40932014,,2014,20140403,20140406,84,0,5292,839930,21008,0,0,0,0,IVANOE,2014093S11085
295,tc4079,,,tc40792014,,2014,20140204,20140209,126,0,7938,1259895,77528,0,0,0,0,EDILSON,2014034S14058
13283,tc1992,VNM1991,VNM,tc19921991,,1991,19910817,19910817,2,1,234,768560,12,0,60639,60639,14316028,FRED,1991220N10133
296,tc4080,,,tc40802014,,2014,20140206,20140217,282,0,17766,2819765,234216,0,0,0,0,FOBANE,2014036S12073
299,tc4083,,,tc40832014,,2014,20140228,20140308,174,0,10962,1739855,88171,0,0,0,0,FAXAI,2014058N09149
309,tc4094,,,tc40942014,,2014,20140418,20140422,117,0,7371,1169884,458973,0,0,0,0,JACK,2014105S10101
310,tc4095,,,tc40952014,,2014,20140427,20140430,78,0,4914,779935,28754,0,0,0,0,TAPAH,2014117N10145
13284,tc1993,,,,,1991,19910817,19910823,87,1,10179,8838440,235,0,0,0,0,GLADYS,1991226N18159
300,tc4084,,,tc40842014,,2014,20140308,20140312,85,0,5355,849919,9470,0,0,0,0,HADI,2014058S13163
301,tc4085,,,tc40852014,,2014,20140308,20140325,213,0,13419,2129810,499302,0,0,0,0,GILLIAN,2014065S10139
302,tc4086,,,tc40862014,,2014,20140309,20140316,186,0,11718,1859845,311875,0,0,0,0,LUSI,2014068S16169
303,tc4087,,,tc40872014,,2014,20140317,20140319,54,0,3402,539955,11417,0,0,0,0,MIKE,2014077S11196
311,tc4097,,,tc40972014,,2014,20140523,20140529,168,0,10584,1679860,938547,0,0,0,0,AMANDA,2014142N10254
304,tc4088,,,tc40882014,,2014,20140320,20140325,126,0,7938,1259895,39535,0,0,0,0,MIKE,2014079S26202
312,tc4098,,,tc40982014,,2014,20140603,20140604,24,0,1512,239980,1314,0,0,0,0,BORIS,2014153N12267
313,tc4099,,,tc40992014,,2014,20140610,20140613,84,0,5292,839919,32984,0,0,0,0,NANAUK,2014159N12068
346,tc4138,,,tc41382014,,2014,20140925,20140930,120,0,7560,1199900,44277,0,0,0,0,RACHEL,2014267N15257
347,tc4139,,,tc41392014,,2014,20140928,20141007,234,0,14742,2339794,1432951,0,0,0,0,PHANFONE,2014271N10160
305,tc4090,,,tc40902014,,2014,20140328,20140331,78,0,4914,779935,371579,0,0,0,0,HELLEN,2014086S10041
306,tc4091,,,tc40912014,,2014,20140405,20140418,392,0,24696,3919636,1700386,0,0,0,0,ITA,2014092S11159
315,tc4101,,,tc41012014,,2014,20140609,20140611,54,0,3402,539955,10083,0,0,0,0,MITAG,2014160N21120
316,tc4102,,,tc41022014,,2014,20140612,20140613,27,0,1701,269974,9320,0,0,0,0,NOT NAMED,2014164N18063
317,tc4103,,,tc41032014,,2014,20140613,20140622,180,0,11340,1799850,31111,0,0,0,0,HAGIBIS,2014164N19116
318,tc4104,,,tc41042014,,2014,20140629,20140702,54,0,3402,539955,5612,0,0,0,0,DOUGLAS,2014180N14255
319,tc4105,,,tc41052014,,2014,20140701,20140708,174,0,10962,1739853,164968,0,0,0,0,ARTHUR,2014180N32282
320,tc4106,,,tc41062014,,2014,20140630,20140630,12,0,756,119990,194,0,0,0,0,ELIDA,2014181N17257
321,tc4107,,,tc41072014,,2014,20140703,20140713,249,0,15687,2489775,1575712,0,0,0,0,NEOGURI,2014184N08147
322,tc4109,,,tc41092014,,2014,20140712,20140719,168,0,10584,1679860,942313,0,0,0,0,RAMMASUN,2014190N08154
323,tc4110,,,tc41102014,,2014,20140717,20140718,18,0,1134,179985,406,0,0,0,0,WALI,2014195N11232
324,tc4111,,,tc41112014,,2014,20140717,20140725,168,0,10584,1679860,316552,0,0,0,0,MATMO,2014197N10137
1347,tc0119,,,,,1971,19710219,19710223,65,0,4095,689932,63,0,0,0,0,22S:LISE:YVONNE:YVONNE/LI,1971050S13093
325,tc4112,,,tc41122014,,2014,20140723,20140723,6,0,378,59995,164,0,0,0,0,TWO,2014201N09331
326,tc4115,,,tc41152014,,2014,20140726,20140728,54,0,3402,539955,13058,0,0,0,0,HERNAN,2014207N12255
327,tc4116,,,tc41162014,,2014,20140728,20140803,162,0,10206,1619865,72416,0,0,0,0,NAKRI,2014209N16134
328,tc4117,,,tc41172014,,2014,20140728,20140813,438,0,27594,4379613,3547664,0,0,0,0,HALONG,2014209N12152
329,tc4118,,,tc41182014,,2014,20140731,20140809,204,0,12852,2039830,20257,0,0,0,0,BERTHA,2014210N10323
348,tc4140,,,tc41402014,,2014,20141002,20141007,132,0,8316,1319890,258868,0,0,0,0,SIMON,2014274N15260
349,tc4141,,,tc41412014,,2014,20141003,20141016,349,0,21987,3489694,2996716,0,0,0,0,VONGFONG,2014275N06166
330,tc4119,,,tc41192014,,2014,20140731,20140805,120,0,7560,1199900,351854,0,0,0,0,ISELLE,2014212N11242
331,tc4120,,,tc41202014,,2014,20140804,20140808,90,0,5670,899925,121144,0,0,0,0,JULIO,2014214N13249
332,tc4121,,,tc41212014,,2014,20140803,20140803,12,0,756,119990,5989,0,0,0,0,NOT NAMED,2014216N22089
350,tc4142,,,tc41422014,,2014,20141008,20141012,117,0,7371,1169885,325909,0,0,0,0,HUD HUD:HUDHUD,2014279N11096
8998,tc3264,,,,,2005,20050315,20050316,5,1,585,1921400,14,0,0,0,0,ROKE,2005071N06152
335,tc4125,,,tc41252014,,2014,20140822,20140828,168,0,10584,1679860,938557,0,0,0,0,MARIE,2014234N12261
336,tc4126,,,tc41262014,,2014,20140824,20140902,222,0,13986,2219815,328148,0,0,0,0,CRISTOBAL,2014236N22288
337,tc4127,,,tc41272014,,2014,20140902,20140903,16,0,1008,159986,1212,0,0,0,0,DOLLY,2014245N19268
338,tc4128,,,tc41282014,,2014,20140903,20140908,126,0,7938,1259895,293860,0,0,0,0,NORBERT,2014246N17254
339,tc4129,,,tc41292014,,2014,20140905,20140910,120,0,7560,1199900,106850,0,0,0,0,FENGSHEN,2014248N19129
340,tc4131,,,tc41312014,,2014,20140910,20140917,174,0,10962,1739854,710635,0,0,0,0,ODILE,2014253N14260
341,tc4133,,,tc41332014,,2014,20140911,20140916,120,0,7560,1199900,316292,0,0,0,0,KALMAEGI,2014254N10142
342,tc4134,,,tc41342014,,2014,20140912,20140919,186,0,11718,1859845,475426,0,0,0,0,EDOUARD,2014254N14327
343,tc4135,,,tc41352014,,2014,20140916,20140920,108,0,6804,1079910,59299,0,0,0,0,POLO,2014259N11262
344,tc4136,,,tc41362014,,2014,20140917,20140924,192,0,12096,1919840,58016,0,0,0,0,FUNG-WONG,2014260N13135
355,tc4148,,,tc41482014,,2014,20141026,20141030,135,0,8505,1349868,363072,0,0,0,0,NILOFAR,2014297N11062
356,tc4149,,,tc41492014,,2014,20141031,20141105,102,0,6426,1019915,145942,0,0,0,0,VANCE,2014303N11261
345,tc4137,,,tc41372014,,2014,20140924,20141001,174,0,10962,1739855,79717,0,0,0,0,KAMMURI,2014267N18150
357,tc4150,,,tc41502014,,2014,20141030,20141107,198,0,12474,1979835,1791744,0,0,0,0,NURI,2014303N13141
351,tc4143,,,tc41432014,,2014,20141010,20141012,54,0,3402,539954,21157,0,0,0,0,FAY,2014283N22299
1348,tc1277,VNM1983,VNM,tc12771983,,1983,19831008,19831009,4,0,252,239980,3,0,105820,105820,14301740,HERBERT,1983276N06130
352,tc4144,,,tc41442014,,2014,20141014,20141026,264,0,16632,2639780,83039,0,0,0,0,ANA,2014284N10231
353,tc4145,,,tc41452014,,2014,20141012,20141020,186,0,11718,1859843,786982,0,0,0,0,GONZALO,2014285N16305
354,tc4146,,,tc41462014,,2014,20141017,20141018,21,0,1323,209982,3578,0,0,0,0,TRUDY,2014290N14261
1349,tc1278,,,,,1983,19831007,19831012,37,0,2331,1319890,122,0,0,0,0,IDA,1983279N17148
358,tc4152,,,tc41522014,,2014,20141126,20141129,60,0,3780,599950,12586,0,0,0,0,SINLAKU,2014329N08131
359,tc4153,,,tc41532014,,2014,20141130,20141211,276,0,17388,2759770,2504330,0,0,0,0,HAGUPIT,2014334N02156
361,tc4155,,,tc41552014,,2014,20141228,20141230,54,0,3402,539955,2636,0,0,0,0,JANGMI,2014362N07130
362,tc4156,,,tc41562015,,2015,20150216,20150219,128,0,8064,1279873,646009,0,0,0,0,LAM,2015045S12145
363,tc4157,,,tc41572015,,2015,20150217,20150220,97,0,6111,969906,499544,0,0,0,0,MARCIA,2015046S15150
364,tc4158,,,tc41582015,,2015,20150311,20150314,71,0,4473,709930,170413,0,0,0,0,OLWYN,2015068S14114
365,tc4159,,,tc41592015,,2015,20150427,20150501,123,0,7749,1229881,323684,0,0,0,0,QUANG,2015117S12115
